0.9 2.84017000e-01 1.20260400e-01
1.1 3.44202300e-01 1.45744500e-01
1.3 4.03309200e-01 1.70771900e-01
1.5 4.60587000e-01 1.95024800e-01
1.7 5.15212700e-01 2.18154800e-01
1.9 5.65788300e-01 2.39569900e-01
2.1 6.11543100e-01 2.58943700e-01
2.3 6.52594800e-01 2.76326100e-01
2.5 6.89324600e-01 2.91878500e-01
2.7 7.22262000e-01 3.05825100e-01
2.9 7.51147200e-01 3.18055800e-01
3.1 7.75170600e-01 3.28228000e-01
3.3 7.94113000e-01 3.36248700e-01
3.5 8.08496400e-01 3.42339000e-01
3.7 8.18274300e-01 3.46479200e-01
3.9 8.23845300e-01 3.48838100e-01
4.1 8.25120800e-01 3.49378200e-01
4.3 8.22348200e-01 3.48204200e-01
4.5 8.15833500e-01 3.45445700e-01
4.7 8.05593700e-01 3.41109900e-01
4.9 7.92144400e-01 3.35415100e-01
5.1 7.76595800e-01 3.28831400e-01
5.3 7.59311600e-01 3.21512900e-01
5.5 7.40463900e-01 3.13532200e-01
5.7 7.20498000e-01 3.05078100e-01
5.9 6.99964800e-01 2.96383800e-01
6.1 6.78940700e-01 2.87481700e-01
6.3 6.57380000e-01 2.78352300e-01
6.5 6.35606200e-01 2.69132700e-01
6.7 6.13415900e-01 2.59736700e-01
6.9 5.90600600e-01 2.50076100e-01
7.1 5.67152800e-01 2.40147700e-01
7.3 5.43147500e-01 2.29983200e-01
7.5 5.18912500e-01 2.19721400e-01
7.7 4.94984700e-01 2.09589800e-01
7.9 4.71709100e-01 1.99734200e-01
8.1 4.49522600e-01 1.90339900e-01
8.3 4.28434600e-01 1.81410700e-01
8.5 4.08389400e-01 1.72923000e-01
8.7 3.89260800e-01 1.64823400e-01
8.9 3.70814200e-01 1.57012600e-01
9.1 3.52846000e-01 1.49404400e-01
9.3 3.35479200e-01 1.42050900e-01
9.5 3.18913500e-01 1.35036500e-01
9.7 3.03268800e-01 1.28412100e-01
9.9 2.88533000e-01 1.22172600e-01
10.1 2.74654600e-01 1.16296100e-01
10.3 2.61542200e-01 1.10744000e-01
10.5 2.49171000e-01 1.05505700e-01
10.7 2.37612900e-01 1.00611700e-01
10.9 2.26820800e-01 9.60420000e-02
11.1 2.16556700e-01 9.16959000e-02
11.3 2.06656900e-01 8.75041000e-02
11.5 1.97146800e-01 8.34772000e-02
11.7 1.88103300e-01 7.96480000e-02
11.9 1.79562500e-01 7.60316000e-02
12.1 1.71467100e-01 7.26037000e-02
12.3 1.63747700e-01 6.93351000e-02
12.5 1.56364700e-01 6.62090000e-02
12.7 1.49348100e-01 6.32380000e-02
12.9 1.42718600e-01 6.04309000e-02
13.1 1.36460500e-01 5.77810000e-02
